"","County","Decade","Num","Name","Genus","Species","Subspecies","Regions","Location","GPS","Habitat","ColMethod","Date","Year","Decade30","Invasion","Museum","Source","Notes","Population","Area","Urban_pop","Density","Prop_urban","COUNTY_CD","OBJECTID","COUNTY_SEA","ODOT_DISTR","FIPS_COUNT","POP_2010","POP_2000","POP_1990","STATE_PLAN","ELEVATION_","ELEVATION1","LAT_NORTH_","LAT_SOUTH_","LONG_EAST_","LONG_WEST_","AREA_SQMI","AREA_ID","created_us","created_da","last_edite","last_edi_1","SHAPE_STAr","SHAPE_STLe","geometry"
"1323","Cuyahoga",1970,165,"Cycloneda munda","Cycloneda","munda","","LEGP","Cleveland, CMNH courtyard","","","","29-Jul-74",1974,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1324","Cuyahoga",1970,380,"Coccinella transversoguttata","Coccinella","transversoguttata","","LEGP","North Olmsted","","","","27-Jul-72",1972,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1325","Cuyahoga",1970,371,"Coccinella transversoguttata","Coccinella","transversoguttata","","LEGP","Hunting Valley ,Squire Valleevue Farm","","Meadow","","28-Jun-76",1976,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1326","Cuyahoga",1970,498,"Anatis labiculata","Anatis","labiculata","","LEGP","North Olmsted","","","","5-Jun-70",1970,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1327","Cuyahoga",1970,166,"Cycloneda munda","Cycloneda","munda","","LEGP","Cleveland, CMNH courtyard","","","","29-Jul-74",1974,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1328","Cuyahoga",1970,289,"Hippodamia convergens","Hippodamia","convergens","","LEGP","Hunting Valley","","","","28-Jun-76",1976,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1329","Cuyahoga",1970,443,"Adalia bipunctata","Adalia","bipunctata","","LEGP","Cleveland","","","","12-Aug-74",1974,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1330","Cuyahoga",1970,379,"Coccinella transversoguttata","Coccinella","transversoguttata","","LEGP","Hunting Valley","","meadow","","4-Oct-75",1975,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1331","Cuyahoga",1970,486,"Anisosticta bitriangularis","Anisosticta","bitriangularis","","LEGP","Berea","","","","9-May-70",1970,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1332","Cuyahoga",1970,448,"Hippodamia parenthesis","Hippodamia","parenthesis","","LEGP","Hunting Valley","","","","21-Jun-76",1976,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1333","Cuyahoga",1970,438,"Adalia bipunctata","Adalia","bipunctata","","LEGP","Cleveland","","","","12-Aug-74",1974,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1334","Cuyahoga",1970,374,"Coccinella transversoguttata","Coccinella","transversoguttata","","LEGP","Hunting Valley ,Squire Valleevue Farm","","Meadow","","28-Jun-76",1976,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1335","Cuyahoga",1970,294,"Hippodamia convergens","Hippodamia","convergens","","LEGP","Hunting Valley","","","","4-Oct-75",1975,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1336","Cuyahoga",1970,290,"Hippodamia convergens","Hippodamia","convergens","","LEGP","Hunting Valley","","","","30-Jun-76",1976,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1337","Cuyahoga",1970,291,"Hippodamia convergens","Hippodamia","convergens","","LEGP","Hunting Valley","","","","2-Aug-75",1975,"1950-1970","1Pre-invasion","Cleveland Museum of Natural History","Museum","",1721300,459.4089547,NA,3746.77067651855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1338","Cuyahoga",1980,693,"Psyllobora vigintimaculata","Psyllobora","vigintimaculata","","LEGP","Shaker Heights","","","","10-Jul-87",1987,"1980-2000","2Csept","Peabody Museum","Museum","",1498400,459.408917,NA,3261.58231708855,NA,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1339","Cuyahoga",1990,708,"Adalia bipunctata","Adalia","bipunctata","","LEGP","Parma Heights","","","","7-May-92",1992,"1980-2000","2Csept","OSU ATI","Museum","",1412140,1245.626235,1409697,1133.67875556988,0.998270001557919,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1340","Cuyahoga",2000,4674,"Harmonia axyridis","Harmonia","axyridis","","LEGP","36700 Jackson Rd, Moreland Hills, Ohio","41.437806; -81.429483","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  221 ",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1341","Cuyahoga",2000,5294,"Psyllobora vigintimaculata","Psyllobora","vigintimaculata","","LEGP","1707 Preyer, Cleveland Hts, Ohio","41.322683; -81.746111","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  229 ",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1342","Cuyahoga",2000,19,"Harmonia axyridis","Harmonia","axyridis","","LEGP","Cleveand","","","","15-Sep-08",2008,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1343","Cuyahoga",2000,4756,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1344","Cuyahoga",2000,4672,"Harmonia axyridis","Harmonia","axyridis","","LEGP","36700 Jackson Rd, Moreland Hills, Ohio","41.437806; -81.429483","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  221 ",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1345","Cuyahoga",2000,193,"Cycloneda munda","Cycloneda","munda","","LEGP","Cleveland","","","","24-Oct-08",2008,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1346","Cuyahoga",2000,4458,"Harmonia axyridis","Harmonia","axyridis","","LEGP","20498 Brookstone Trail, Middleburg Hts, Ohio","41.381253; -81.847003","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  227 ",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1347","Cuyahoga",2000,4781,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1348","Cuyahoga",2000,4463,"Harmonia axyridis","Harmonia","axyridis","","LEGP","8076 McCreavy Rd., Broadview Hts, Ohio","41.345642; -81.672147","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  281 ",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1349","Cuyahoga",2000,4751,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1350","Cuyahoga",2000,4780,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1351","Cuyahoga",2000,4793,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1352","Cuyahoga",2000,140,"Psyllobora vigintimaculata","Psyllobora","vigintimaculata","","LEGP","Hunting Valley, Luce Creek Preserve","","","malaise trap","11-27 June 2003",2003,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1353","Cuyahoga",2000,4673,"Harmonia axyridis","Harmonia","axyridis","","LEGP","36700 Jackson Rd, Moreland Hills, Ohio","41.437806; -81.429483","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  221 ",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1354","Cuyahoga",2000,4750,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1355","Cuyahoga",2000,4791,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1356","Cuyahoga",2000,93,"Harmonia axyridis","Harmonia","axyridis","","LEGP","Cleveland","","","","21-Sep-08",2008,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1357","Cuyahoga",2000,4763,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1358","Cuyahoga",2000,4,"Harmonia axyridis","Harmonia","axyridis","","LEGP","Cleveland","","","","19-Apr-08",2008,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1359","Cuyahoga",2000,18,"Harmonia axyridis","Harmonia","axyridis","","LEGP","Cleveland","","","","26-Oct-08",2008,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1360","Cuyahoga",2000,31,"Harmonia axyridis","Harmonia","axyridis","","LEGP","Cleveland","","","","21-Sep-08",2008,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1361","Cuyahoga",2000,4768,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1362","Cuyahoga",2000,4755,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1363","Cuyahoga",2000,159,"Cycloneda munda","Cycloneda","munda","","LEGP","South Chagrin Reservation","","","sweep","5-Oct-03",2003,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1364","Cuyahoga",2000,121,"Harmonia axyridis","Harmonia","axyridis","","LEGP","Cleveland","","","","19-Oct-08",2008,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1365","Cuyahoga",2000,4761,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1366","Cuyahoga",2000,4778,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1367","Cuyahoga",2000,123,"Harmonia axyridis","Harmonia","axyridis","","LEGP","South Chagrin Reservation","","","sweep","5-Oct-03",2003,"1980-2000","4Pquat","Cleveland Museum of Natural History","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1368","Cuyahoga",2000,4779,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1369","Cuyahoga",2000,4776,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1370","Cuyahoga",2000,2351,"Harmonia axyridis","Harmonia","axyridis","","LEGP","Lakewood","","","","27-May-09",2009,"1980-2000","4Pquat","LLP","Museum","",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
"1371","Cuyahoga",2000,4782,"Hyperaspis�undulata","Hyperaspis","undulata","","LEGP","4101 Fulton Parkway, Cleveland, Ohio","41.445809; -81.717666","home garden","sticky trap","",2009,"1980-2000","4Pquat","Buckeye Lady Beetle Blitz","BLBB","R#  188 garden diff location",1393978,1245.559,1383400,1119.15854648395,0.992411644947051,"CUY",74,"CLEVELAND",12,"39035",1280122,1393978,1412140,"N",1280,575,41.628,41.274,-81.374,-81.972,459.01,34,"Esri_Anonymous",2015-08-11,"Esri_Anonymous",2015-08-11,2116230512.69,244073.200371,c(670357.746714486, 380571.668665941)
