Num,Name,Genus,Species,Subspecies,County,Regions,Landscape,Location,GPS,Habitat,ColMethod,Date,Year,Decade,Decade30,Invasion,Museum,Source,Notes
2602,Brachiacantha ursina,Brachiacantha,ursina,,Athens,AP,Rural,,,,,30-Jun-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2609,Chilocorus stigma,Chilocorus,stigma,,Athens,AP,Rural,Carbondale,,,,27-Jul-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2610,Chilocorus stigma,Chilocorus,stigma,,Athens,AP,Rural,Carbondale,,,,27-Jul-33,1933,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2611,Chilocorus stigma,Chilocorus,stigma,,Athens,AP,Rural,Carbondale,,,,27-Jul-34,1934,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2626,Coleomegilla maculata,Coleomegilla,maculata,,Athens,AP,Rural,,,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2630,Coleomegilla maculata,Coleomegilla,maculata,,Athens,AP,Rural,,,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2631,Coleomegilla maculata,Coleomegilla,maculata,,Athens,AP,Rural,,,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2640,Cycloneda sanguinea,Cycloneda,sanguinea,,Athens,AP,Rural,,,,,25-Jul-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2642,Cycloneda sanguinea,Cycloneda,sanguinea,,Athens,AP,Rural,,,,,2-4-Jun-1934,1934,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2643,Cycloneda sanguinea,Cycloneda,sanguinea,,Athens,AP,Rural,,,,,25-Jul-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2656,Hippodamia convergens,Hippodamia,convergens,,Athens,AP,Rural,,,,,20-May-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2657,Hippodamia convergens,Hippodamia,convergens,,Athens,AP,Rural,,,,,20-May-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2671,Hippodamia parenthesis,Hippodamia,parenthesis,,Athens,AP,Rural,,,,,4-Jul-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2676,Hippodamia tredecimpunctata,Hippodamia,tredecimpunctata,,Athens,AP,Rural,,,,,28-Jun-31,1931,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2677,Olla v-nigrum,Olla,v-nigrum,,Athens,AP,Rural,,,,,1-Aug-52,1952,1950,1950-1970,1Pre-invasion,University of Minnesota,Museum,
2678,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2679,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2680,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2681,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2682,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2683,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2684,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2685,Neoharmonia venusta,Neoharmonia,venusta,,Athens,AP,Rural,,,,,2-Apr-41,1941,1940,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2686,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2687,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2688,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2689,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2690,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2691,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2692,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2693,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2694,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,,,,,22-May-32,1932,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2842,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,20-Apr-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761157
2843,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,15-May-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761158
2844,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,6-Apr-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761159
2845,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,5-Jun-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761160
2846,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,5-Jun-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761161
2847,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,5-Jun-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761162
2848,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,5-Jun-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761163
2849,Adalia bipunctata,Adalia,bipunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,5-Jun-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761164
2972,Brachiacantha ursina,Brachiacantha,ursina,,Athens,AP,Rural,"Waterloo Twp., Athens Co., OH",,,,17-Jul-35,1935,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 222938
2974,Brachiacantha ursina,Brachiacantha,ursina,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,25-Jun-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 222941
2975,Brachiacantha ursina,Brachiacantha,ursina,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,25-Jun-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 222942
3055,Chilocorus stigma,Chilocorus,stigma,,Athens,AP,Rural,"Carbondale, Athens Co., OH",,,,3-May-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762817
3092,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,10-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762187
3114,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762134
3115,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,16-May-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762135
3116,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,20-May-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762136
3117,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762137
3118,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762138
3126,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,29-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762216
3127,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,15-May-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762217
3128,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762218
3129,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762219
3130,Coccinella novemnotata,Coccinella,novemnotata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762220
3254,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548651
3255,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548652
3256,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,20-May-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548653
3257,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,1-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548654
3258,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548655
3259,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548656
3260,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,29-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548657
3261,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548658
3262,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548659
3263,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548660
3264,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548661
3265,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,18-Apr-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548662
3269,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Carbondale, Athens Co., OH",,,,6-Jul-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548667
3271,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Athens,AP,Rural,"Athens, Athens Co., OH",,,,12-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548671
3606,Cycloneda munda,Cycloneda,munda,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,3-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550685
3607,Cycloneda munda,Cycloneda,munda,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,3-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550686
3608,Cycloneda munda,Cycloneda,munda,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,25-Jul-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550687
3609,Cycloneda munda,Cycloneda,munda,,Athens,AP,Rural,"Carbondale, Athens Co., OH",,,,29-Jun-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550689
3785,Hippodamia convergens,Hippodamia,convergens,,Athens,AP,Rural,"Carbondale, Athens Co., OH",,,,6-Jul-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548899
3786,Hippodamia convergens,Hippodamia,convergens,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,29-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548917
3787,Hippodamia convergens,Hippodamia,convergens,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,29-Oct-30,1930,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548918
3931,Hippodamia parenthesis,Hippodamia,parenthesis,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,16-May-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550613
3932,Hippodamia parenthesis,Hippodamia,parenthesis,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,16-May-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550614
4010,Hippodamia tredecimpunctata,Hippodamia,tredecimpunctata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,4-Jul-31,1931,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 765120
4191,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,21-May-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 760429
4192,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,21-May-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 760430
4193,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,21-May-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 760431
4194,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,21-May-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 760432
4195,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Athens,AP,Rural,"Athens, Athens Co., OH",,,,21-May-32,1932,1930,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 760433
4313,Chilocorus stigma,Chilocorus,stigma,,Athens,AP,Rural,"13839 Bainey Rd., Athens, Ohio",39.258114; -82.039408,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  93 garden diff location
4346,Coleomegilla maculata,Coleomegilla,maculata,,Athens,AP,Rural,"12875 Harmony Rd., Athens, Ohio",39.328556; -82.0465,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  7 
4678,Harmonia axyridis,Harmonia,axyridis,,Athens,AP,Rural,"13839 Bainey Rd., Athens, Ohio",39.258114; -82.039408,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  93 garden diff location
4679,Harmonia axyridis,Harmonia,axyridis,,Athens,AP,Rural,"13839 Bainey Rd., Athens, Ohio",39.258114; -82.039408,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  93 garden diff location
4722,Hyperaspis�undulata,Hyperaspis,undulata,,Athens,AP,Rural,"Phenology Garden in Athens Ohio, Athens, Ohio",39.324786; -82.103475,home garden,sticky trap,,2009,2000,1980-2000,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  136 garden diff location
4231,Brachiacantha ursina,Brachiacantha,ursina,,Auglaize,WLEB,Rural,"16295 Nettingham Dr, Wapakoneta, OH",40.589314; -84.217041,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1059 
4421,Cycloneda munda,Cycloneda,munda,,Auglaize,WLEB,Rural,"16295 Nottingham Dr., Wapakoneta, OH",40.589047; -84.217036,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  931 
4529,Harmonia axyridis,Harmonia,axyridis,,Auglaize,WLEB,Rural,"16295 Nettingham Dr, Wapakoneta, OH",40.589232; -84.217052,home garden,sticky trap,,2014,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  1060 
4581,Harmonia axyridis,Harmonia,axyridis,,Auglaize,WLEB,Rural,"16295 Nottingham Dr., Wapakoneta, OH",40.589047; -84.217036,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  931 
5072,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Auglaize,WLEB,Rural,"16295 Nottingham Dr., Wapakoneta, OH",40.589047; -84.217036,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  932 
5073,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,Auglaize,WLEB,Rural,"16295 Nottingham Dr., Wapakoneta, OH",40.589047; -84.217036,home garden,sticky trap,,2013,2010,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  932 
2174,Chilocorus stigma,Chilocorus,stigma,,Belmont,AP,Rural,,,,,6-Mar-89,1989,1980,1980-2000,2Csept,Brigham Young University,Museum,
2290,Coccinella septempunctata,Coccinella,septempunctata,,Belmont,AP,Rural,Martins Ferry,,,,16-Sep-13,2013,2010,2010-2018,4Pquat,LLP,Museum,
2413,Harmonia axyridis,Harmonia,axyridis,,Belmont,AP,Rural,Martins Ferry,,,,31-May-11,2011,2010,2010-2018,4Pquat,LLP,Museum,
2431,Harmonia axyridis,Harmonia,axyridis,,Belmont,AP,Rural,Martins Ferry,,,,22-Jun-13,2013,2010,2010-2018,4Pquat,LLP,Museum,
2449,Harmonia axyridis,Harmonia,axyridis,,Belmont,AP,Rural,St. Clairsville,,,,26-Aug-15,2015,2010,2010-2018,4Pquat,LLP,Museum,
2483,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,Belmont,AP,Rural,Saint Clairsville,,,,22-Sep-15,2015,2010,2010-2018,4Pquat,LLP,Museum,
2632,Coleomegilla maculata,Coleomegilla,maculata,,Belmont,AP,Rural,Lloydsville,,,,4-Aug-34,1934,1930,1920-1940,1Pre-invasion,University of Minnesota,Museum,
2698,Harmonia axyridis,Harmonia,axyridis,,Belmont,AP,Rural,,,,,15-Aug-98,1998,1990,1980-2000,3Haxyridis,Carnegie Museum of Natural History,Museum,
2892,Anatis labiculata,Anatis,labiculata,,Belmont,AP,Rural,"Barkcamp State Park, Belmont Co., OH",,,,12-Jul-71,1971,1970,1950-1970,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 485766
3205,Coccinella septempunctata,Coccinella,septempunctata,,Brown,IOTP,Rural,"Scott Twp., Brown Co., OH",,,,15-Jul-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 762310
3401,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Pike Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548832
3402,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Pike Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548833
3403,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Pike Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548834
3407,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Pike Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548838
3408,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Pike Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548839
3409,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Scott Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548840
3410,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Scott Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548841
3411,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Scott Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548842
3412,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Scott Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548844
3413,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Scott Twp., Brown Co., OH",,,,15-Jul-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548845
3414,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Ripley, Southern (OARDC) Agricultural Research Station, Brown Co., OH",,,,25-Jul-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548846
3415,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Pike Twp., Brown Co., OH",,,,8-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548847
3422,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Ripley, Southern (OARDC) Agricultural Research Station, Brown Co., OH",,,,7-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548854
3423,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Ripley, Southern (OARDC) Agricultural Research Station, Brown Co., OH",,,,7-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548855
3424,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Ripley, Southern (OARDC) Agricultural Research Station, Brown Co., OH",,,,25-Jul-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548856
3425,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Ripley, Southern (OARDC) Agricultural Research Station, Brown Co., OH",,,,25-Jul-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548857
3445,Coleomegilla maculata,Coleomegilla,maculata,lengi ,Brown,IOTP,Rural,"Ripley, Southern (OARDC) Agricultural Research Station, Brown Co., OH",,,,7-Aug-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548877
3828,Hippodamia convergens,Hippodamia,convergens,,Brown,IOTP,Rural,"Scott Twp., Brown Co., OH",,,,15-Jul-85,1985,1980,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550428
